Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Buteogallus_urubitinga,Accipitridae,Accipitriformes,Buteogallus urubitinga,46,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22,255.6,1152.9,Woodland,2,1,Carnivore,Vertivore,Insessorial,-35.14,28.11,-7.52,-61.52,13126253.65,Extant
Chelictinia_riocourii,Accipitridae,Accipitriformes,Chelictinia riocourii,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192,110,Shrubland,2,1,Carnivore,Invertivore,Aerial,-0.08,19.65,14.35,10.53,5425285.72,Extant
Chondrohierax_uncinatus,Accipitridae,Accipitriformes,Chondrohierax uncinatus,36.2,27,12.4,18.4,33.6,285.3,59.8,224.2,21,197.6,286.1,Forest,2,2,Carnivore,Invertivore,Insessorial,-27.24,26.3,-2.71,-64.2,9787616.08,Extant
Chondrohierax_wilsonii,Accipitridae,Accipitriformes,Chondrohierax wilsonii,38.4,30.4,11.8,20.6,23,244,63.5,180.5,26,185,286.1,Forest,2,2,Carnivore,Invertivore,Insessorial,20.18,20.75,20.47,-74.96,3890.11,Extant
Circaetus_beaudouini,Accipitridae,Accipitriformes,Circaetus beaudouini,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500,Woodland,2,1,Carnivore,Vertivore,Insessorial,5.44,20.86,11.2,6.2,3453409.14,Extant
Circaetus_cinerascens,Accipitridae,Accipitriformes,Circaetus cinerascens,42.2,29,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.4,16,-0.6,18.67,5762003,Extant
Circaetus_cinereus,Accipitridae,Accipitriformes,Circaetus cinereus,54.7,40.6,15.8,28.6,94.3,517.8,222,295.2,42.9,254,2048,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-30.93,18.54,-3.63,22.83,11541044.04,Extant
Circaetus_fasciolatus,Accipitridae,Accipitriformes,Circaetus fasciolatus,39.8,27.7,13.9,23,71.7,362.2,101.5,260.8,28,227,1013.6,Woodland,3,1,Carnivore,Vertivore,Insessorial,-29.24,1.34,-10.35,37.83,734455.97,Extant
Circaetus_gallicus,Accipitridae,Accipitriformes,Circaetus gallicus,47,35,15.5,24.6,90.9,537,216.8,320.2,40.5,280.4,1699.1,Woodland,3,3,Carnivore,Vertivore,Aerial,-10.94,60.6,40.79,51.26,12695589.93,Extant
Circaetus_pectoralis,Accipitridae,Accipitriformes,Circaetus pectoralis,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,Woodland,2,1,Carnivore,Vertivore,Generalist,-31.71,15.86,-10.32,28.83,9328714.6,Extant
Circus_aeruginosus,Accipitridae,Accipitriformes,Circus aeruginosus,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,Wetland,3,2,Carnivore,Vertivore,Aerial,29.17,66.56,50.03,51.14,13390803.81,Extant
Circus_approximans,Accipitridae,Accipitriformes,Circus approximans,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225,44.7,233.2,746.2,Wetland,3,2,Carnivore,Vertivore,Aerial,-47.28,-13.07,-33.9,146.38,2033024.84,Extant
Circus_assimilis,Accipitridae,Accipitriformes,Circus assimilis,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234,45,271.1,558.6,Grassland,3,2,Carnivore,Vertivore,Aerial,-39.14,1.76,-25,134.02,7817547.59,Extant
Circus_buffoni,Accipitridae,Accipitriformes,Circus buffoni,41.4,20.9,12.7,16.6,85.3,436,210,226,48.2,265,507.4,Grassland,3,2,Carnivore,Vertivore,Aerial,-41.17,10.7,-22.38,-55.29,4327364.53,Extant
Circus_cinereus,Accipitridae,Accipitriformes,Circus cinereus,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.7,Grassland,3,2,Carnivore,Vertivore,Aerial,-55.98,6.79,-36.62,-69.21,2424495.35,Extant
Circus_cyaneus,Accipitridae,Accipitriformes,Circus cyaneus,30.6,16.6,9.9,13.1,76.5,355,159.6,198,44.7,172.3,393,Grassland,3,3,Carnivore,Vertivore,Aerial,30.02,73.38,56.03,7.66,29678658.41,Extant
Circus_macrosceles,Accipitridae,Accipitriformes,Circus macrosceles,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,Grassland,3,1,Carnivore,Vertivore,Aerial,-24.47,-11.36,-19.14,46.18,412352.02,Extant
Circus_macrourus,Accipitridae,Accipitriformes,Circus macrourus,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,Grassland,3,3,Carnivore,Vertivore,Aerial,41.23,58.45,51.02,62.85,6168290.72,Extant
Circus_maillardi,Accipitridae,Accipitriformes,Circus maillardi,37.4,19.9,11.1,16.6,83.5,353.2,144,214.8,40.2,229,663.6,Forest,1,1,Carnivore,Vertivore,Aerial,-21.36,-20.88,-21.1,55.53,1488.84,Extant
Circus_maurus,Accipitridae,Accipitriformes,Circus maurus,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509,Shrubland,2,1,Carnivore,Vertivore,Aerial,-34.84,-18.52,-30.91,22.27,597211.38,Extant
Circus_melanoleucos,Accipitridae,Accipitriformes,Circus melanoleucos,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214,336.3,Grassland,3,3,Carnivore,Vertivore,Aerial,25.99,54.28,49.1,122.04,1811211.65,Extant
Circus_pygargus,Accipitridae,Accipitriformes,Circus pygargus,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.8,Grassland,3,3,Carnivore,Vertivore,Aerial,30.56,60.25,49.91,45.8,6837154.32,Extant
Circus_ranivorus,Accipitridae,Accipitriformes,Circus ranivorus,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44,226.8,507,Wetland,3,1,Carnivore,Vertivore,Aerial,-34.84,5.39,-14.6,29.56,4426338.22,Extant
Circus_spilonotus,Accipitridae,Accipitriformes,Circus spilonotus,36.4,20.5,11.9,15.1,87.5,390.9,160.2,230.4,40.9,228.2,558.8,Wetland,3,3,Carnivore,Vertivore,Aerial,-10.15,64.43,52.4,121.64,5799481.42,Extant
Dryotriorchis_spectabilis,Accipitridae,Accipitriformes,Dryotriorchis spectabilis,36.5,27.6,13,21.3,65.8,290.5,77,213.5,26.5,240.2,697,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.83,8.88,2.03,15.98,2884763,Extant
Elanoides_forficatus,Accipitridae,Accipitriformes,Elanoides forficatus,29.4,19,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Forest,2,3,Carnivore,Invertivore,Generalist,-36.81,47.17,-5.62,-60.19,13295665.49,Extant
Elanus_axillaris,Accipitridae,Accipitriformes,Elanus axillaris,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,Grassland,3,2,Carnivore,Vertivore,Aerial,-43.06,-10.69,-25.69,134.44,7649038.18,Extant
Elanus_caeruleus,Accipitridae,Accipitriformes,Elanus caeruleus,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Grassland,3,2,Carnivore,Vertivore,Aerial,-34.84,46.65,3.69,41.21,26685941.8,Extant
Elanus_leucurus,Accipitridae,Accipitriformes,Elanus leucurus,25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,Human Modified,3,2,Carnivore,Vertivore,Aerial,-43.45,46.27,-8.72,-64.01,12522294.39,Extant
Elanus_scriptus,Accipitridae,Accipitriformes,Elanus scriptus,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,Grassland,3,2,Carnivore,Vertivore,Aerial,-30.46,-12.04,-22.87,139.41,727463.72,Extant
Erythrotriorchis_buergersi,Accipitridae,Accipitriformes,Erythrotriorchis buergersi,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,Forest,1,1,Carnivore,Vertivore,Generalist,-10.48,-2.39,-5.51,142.42,152406.32,Extant
Erythrotriorchis_radiatus,Accipitridae,Accipitriformes,Erythrotriorchis radiatus,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.4,Forest,1,1,Carnivore,Vertivore,Aerial,-29.57,-11.12,-17.74,138.86,1074830.71,Extant
Eutriorchis_astur,Accipitridae,Accipitriformes,Eutriorchis astur,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.4,-13.61,-16.44,49.12,34460.57,Extant
Gampsonyx_swainsonii,Accipitridae,Accipitriformes,Gampsonyx swainsonii,16.2,10.4,7.1,8.4,26,147.7,55.9,96.8,36.5,97.9,92.9,Forest,2,1,Carnivore,Vertivore,Insessorial,-27.6,13.9,-8.71,-56.23,10266134.72,Extant
Geranoaetus_melanoleucus,Accipitridae,Accipitriformes,Geranoaetus melanoleucus,50.5,31,15.4,23,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Shrubland,2,1,Carnivore,Vertivore,Aerial,-55.98,9.54,-27.4,-60.94,6807951.84,Extant
Geranospiza_caerulescens,Accipitridae,Accipitriformes,Geranospiza caerulescens,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Woodland,2,1,Carnivore,Vertivore,Insessorial,-33.91,28.85,-6.64,-60.96,14333669.12,Extant
Gypaetus_barbatus,Accipitridae,Accipitriformes,Gypaetus barbatus,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5695,Rock,3,2,Scavenger,Scavenger,Terrestrial,-31.4,51.5,34.75,76.41,8369572.33,Extant
Gypohierax_angolensis,Accipitridae,Accipitriformes,Gypohierax angolensis,57.5,41,14.1,23.3,77.3,419,127.3,296.6,30,196.8,1600,Forest,2,1,Herbivore,Frugivore,Insessorial,-32.46,15.3,-1.17,16.99,9715580.32,Extant
Gyps_africanus,Accipitridae,Accipitriformes,Gyps africanus,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,-30.05,17.01,-2.52,23.47,10465544.7,Extant
Gyps_bengalensis,Accipitridae,Accipitriformes,Gyps bengalensis,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.3,34.17,23.99,83.33,3047965.15,Extant
Gyps_coprotheres,Accipitridae,Accipitriformes,Gyps coprotheres,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-34.81,-20.54,-27.31,27.73,671208.3,Extant
Gyps_fulvus,Accipitridae,Accipitriformes,Gyps fulvus,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436,Grassland,3,1,Scavenger,Scavenger,Terrestrial,13.36,49.36,36.3,52.81,3487541.03,Extant
Gyps_himalayensis,Accipitridae,Accipitriformes,Gyps himalayensis,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,Rock,3,1,Scavenger,Scavenger,Terrestrial,24.19,48.88,34.8,88.99,3859146.13,Extant
Gyps_indicus,Accipitridae,Accipitriformes,Gyps indicus,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.04,30.71,23.08,77.41,1117987.16,Extant
Gyps_rueppellii,Accipitridae,Accipitriformes,Gyps rueppellii,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7400,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-9.55,19.65,9.89,20.78,6445230.81,Extant
Gyps_tenuirostris,Accipitridae,Accipitriformes,Gyps tenuirostris,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,Woodland,3,1,Scavenger,Scavenger,Terrestrial,11.48,29.26,24.18,93.19,705181.48,Extant
Haliaeetus_albicilla,Accipitridae,Accipitriformes,Haliaeetus albicilla,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.3,Rock,3,2,Carnivore,Aquatic predator,Aerial,36.21,73.65,59.89,91.01,17404346.92,Extant
Haliaeetus_leucocephalus,Accipitridae,Accipitriformes,Haliaeetus leucocephalus,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,Wetland,3,3,Carnivore,Omnivore,Generalist,24.3,69.43,54.57,-113.86,9351853.96,Extant
Haliaeetus_leucogaster,Accipitridae,Accipitriformes,Haliaeetus leucogaster,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,Coastal,2,1,Carnivore,Aquatic predator,Aerial,-43.64,26.38,-9.12,123.68,5127370.7,Extant
Haliaeetus_leucoryphus,Accipitridae,Accipitriformes,Haliaeetus leucoryphus,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.9,Wetland,3,3,Carnivore,Aquatic predator,Aerial,19.59,32.57,27.12,85.7,533825.64,Extant
Haliaeetus_pelagicus,Accipitridae,Accipitriformes,Haliaeetus pelagicus,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,Wetland,3,3,Carnivore,Aquatic predator,Generalist,48.64,65.07,58.65,151.19,1293649.63,Extant
Haliaeetus_sanfordi,Accipitridae,Accipitriformes,Haliaeetus sanfordi,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,Forest,2,1,Carnivore,Omnivore,Generalist,-10.85,-5.01,-8.09,158.3,36124.13,Extant
Haliaeetus_vocifer,Accipitridae,Accipitriformes,Haliaeetus vocifer,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,Wetland,2,1,Carnivore,Aquatic predator,Insessorial,-34.84,18.6,-0.96,20.97,15637883.11,Extant
Haliaeetus_vociferoides,Accipitridae,Accipitriformes,Haliaeetus vociferoides,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-22.02,-11.95,-17.15,45.57,52761.99,Extant
Haliastur_indus,Accipitridae,Accipitriformes,Haliastur indus,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,Coastal,2,1,Carnivore,Omnivore,Generalist,-35.15,34.2,9.01,106.46,8840397.2,Extant
Haliastur_sphenurus,Accipitridae,Accipitriformes,Haliastur sphenurus,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,Wetland,2,1,Carnivore,Omnivore,Aerial,-39.24,-1.47,-23.9,137.2,5565646.93,Extant
Hamirostra_melanosternon,Accipitridae,Accipitriformes,Hamirostra melanosternon,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,Woodland,2,2,Carnivore,Vertivore,Aerial,-38.14,-9.94,-23.36,133.35,5297941.74,Extant
Harpagus_bidentatus,Accipitridae,Accipitriformes,Harpagus bidentatus,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Forest,2,1,Carnivore,Invertivore,Insessorial,-23.38,21.29,-2.54,-63.34,8976331.27,Extant
Harpagus_diodon,Accipitridae,Accipitriformes,Harpagus diodon,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,Forest,2,3,Carnivore,Invertivore,Insessorial,-30.93,-11.78,-21.13,-50.61,2345332.63,Extant
Harpia_harpyja,Accipitridae,Accipitriformes,Harpia harpyja,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,Forest,1,1,Carnivore,Vertivore,Insessorial,-30.4,19.09,-8.03,-56.95,11064295.35,Extant
Harpyhaliaetus_coronatus,Accipitridae,Accipitriformes,Harpyhaliaetus coronatus,60.9,39.9,15.8,29.7,119.4,533,177.5,361.2,33,262.2,2950,Shrubland,2,2,Carnivore,Vertivore,Insessorial,-38.92,-9.72,-22.07,-55.75,4233989.28,Extant
Harpyhaliaetus_solitarius,Accipitridae,Accipitriformes,Harpyhaliaetus solitarius,58.6,36.8,18.7,28,120.4,526.2,150.6,370.9,28.9,245.3,3000,Forest,1,1,Carnivore,Vertivore,Insessorial,-23.22,29.01,3.86,-82.33,998204.29,Extant
Harpyopsis_novaeguineae,Accipitridae,Accipitriformes,Harpyopsis novaeguineae,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,Forest,1,1,Carnivore,Vertivore,Insessorial,-10.7,-0.34,-5.26,140.92,730591.98,Extant
Helicolestes_hamatus,Accipitridae,Accipitriformes,Helicolestes hamatus,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,22.3,125.5,425.5,Forest,2,1,Carnivore,Invertivore,Insessorial,-16.03,10.67,-3.11,-65.26,2374863.31,Extant
Henicopernis_infuscatus,Accipitridae,Accipitriformes,Henicopernis infuscatus,30.8,20.5,10.1,15.3,41.4,337,127,210,37.7,253,571.2,Forest,2,1,Carnivore,Invertivore,Generalist,-6.32,-4.14,-5.47,150.66,33424.21,Extant
Henicopernis_longicauda,Accipitridae,Accipitriformes,Henicopernis longicauda,31.7,21.6,11.2,14.3,50.4,394.6,157.2,241.5,39.4,301.4,571.2,Forest,2,1,Carnivore,Invertivore,Generalist,-10.73,0.04,-5.35,140.86,750041.01,Extant
Hieraaetus_ayresii,Accipitridae,Accipitriformes,Hieraaetus ayresii,33.5,20.5,11.7,17.8,68.2,383.5,130,251.8,34.2,210,806.1,Woodland,3,1,Carnivore,Vertivore,Aerial,-21.33,14.04,-5.21,29.21,5863148.99,Extant
Hieraaetus_morphnoides,Accipitridae,Accipitriformes,Hieraaetus morphnoides,35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,Forest,2,1,Carnivore,Vertivore,Generalist,-39.14,-10.7,-25.34,134.65,7265023.22,Extant
Hieraaetus_pennatus,Accipitridae,Accipitriformes,Hieraaetus pennatus,33.8,19.1,10.1,17,65.3,361.8,151.3,209.1,42,198,823.8,Forest,1,3,Carnivore,Vertivore,Generalist,-34.84,57.55,42.1,55.17,6138248.03,Extant
Hieraaetus_spilogaster,Accipitridae,Accipitriformes,Hieraaetus spilogaster,44,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,Grassland,3,1,Carnivore,Vertivore,Generalist,-29.06,17.46,-2.84,24.33,12423292.01,Extant
Hieraaetus_weiskei,Accipitridae,Accipitriformes,Hieraaetus weiskei,30.4,18.9,10,17,55,337,111.5,225.5,33.5,172,775.1,Forest,1,1,Carnivore,Vertivore,Generalist,-10.77,-0.34,-5.34,141.06,665554.04,Extant
Ichthyophaga_humilis,Accipitridae,Accipitriformes,Ichthyophaga humilis,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,Wetland,3,1,Carnivore,Aquatic predator,Insessorial,-6.5,31.96,9.46,104.74,2763882.32,Extant
Ichthyophaga_ichthyaetus,Accipitridae,Accipitriformes,Ichthyophaga ichthyaetus,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,Woodland,3,1,Carnivore,Aquatic predator,Insessorial,-7.82,29.13,10.81,102.19,3707887.55,Extant
Ictinaetus_malayensis,Accipitridae,Accipitriformes,Ictinaetus malayensis,51.5,26.1,13.7,18.6,68.7,552.8,240.5,316.8,43.2,314.4,1028,Forest,1,1,Carnivore,Vertivore,Aerial,-8.85,32.85,9.61,101.89,3231811.39,Extant
Ictinia_mississippiensis,Accipitridae,Accipitriformes,Ictinia mississippiensis,23,14.7,11,12.3,37,291.8,156.5,135.2,53.6,150.2,276,Woodland,2,3,Carnivore,Invertivore,Generalist,28.86,42.56,33.57,-92.91,824795.96,Extant
Ictinia_plumbea,Accipitridae,Accipitriformes,Ictinia plumbea,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Forest,2,1,Carnivore,Invertivore,Generalist,-29.27,23.69,-7.01,-60.39,12719722.18,Extant
Kaupifalco_monogrammicus,Accipitridae,Accipitriformes,Kaupifalco monogrammicus,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,32.4,142.6,278.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,-29.27,17.06,-0.96,19.34,13079368.52,Extant
Leptodon_cayanensis,Accipitridae,Accipitriformes,Leptodon cayanensis,33.9,22.4,11.5,16,38.5,302.8,57,245.8,18.8,221.8,474,Forest,2,1,Carnivore,Omnivore,Insessorial,-28.62,21.61,-6.35,-60.36,12071802.08,Extant
Leptodon_forbesi,Accipitridae,Accipitriformes,Leptodon forbesi,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577,Forest,2,1,Carnivore,Omnivore,Insessorial,-12.53,-6.37,-8.94,-35.99,52831.24,Extant
Leucopternis_albicollis,Accipitridae,Accipitriformes,Leucopternis albicollis,38.8,24.8,14.2,19.6,82.9,358.3,93.2,273.6,25.4,216.8,703.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-19.87,18.86,-3.96,-63.68,8478535.51,Extant
Leucopternis_kuhli,Accipitridae,Accipitriformes,Leucopternis kuhli,30.4,18.3,11.4,15,56.2,207.6,54.5,156.6,25.8,148.6,352.1,Forest,1,1,Carnivore,Vertivore,Insessorial,-15.21,-0.54,-7.38,-63.49,2375316.62,Extant
Leucopternis_lacernulatus,Accipitridae,Accipitriformes,Leucopternis lacernulatus,34.8,21.5,11.7,15.5,77.2,293.8,87,207.2,29.6,157,312,Forest,1,1,Carnivore,Vertivore,Insessorial,-27.15,-5.72,-17.46,-41.19,139998.95,Extant
Leucopternis_melanops,Accipitridae,Accipitriformes,Leucopternis melanops,29.6,18.3,11.1,15.3,56.5,210.8,60.5,149.2,28.9,130,312,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.35,8.65,1.4,-62.88,2570861.92,Extant
Leucopternis_occidentalis,Accipitridae,Accipitriformes,Leucopternis occidentalis,36,22.9,12.4,18.5,76.2,346.2,97.8,248.5,28.2,192,660,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.38,0.91,-3.58,-79.86,6586.81,Extant
Leucopternis_plumbeus,Accipitridae,Accipitriformes,Leucopternis plumbeus,32.1,21,11.2,16.7,58.9,238,74.2,164.8,31,145.4,482,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.13,9.63,4.34,-77.68,162116.76,Extant
Leucopternis_polionotus,Accipitridae,Accipitriformes,Leucopternis polionotus,38.4,24.2,12.8,19.7,84.6,365.8,111.5,245.5,31.3,188.2,703.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-30.32,-6.11,-20.38,-44.89,813060.78,Extant
Leucopternis_princeps,Accipitridae,Accipitriformes,Leucopternis princeps,43.5,28.6,13.8,20.4,86.5,364.7,107.4,257.2,29.5,192.7,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.51,10.99,3.02,-78.75,113390.9,Extant
Leucopternis_schistaceus,Accipitridae,Accipitriformes,Leucopternis schistaceus,35.5,22.6,12.6,18.1,75.7,272,70,204.5,25.5,173.2,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-17.91,4.95,-5.46,-66.17,3642728.14,Extant
Leucopternis_semiplumbeus,Accipitridae,Accipitriformes,Leucopternis semiplumbeus,28.8,17.1,9.7,14.9,53.8,191,47.7,146.5,24.6,123.8,285,Forest,1,1,Carnivore,Vertivore,Insessorial,-0.54,14.87,8.38,-79.78,236308.06,Extant
Lophaetus_occipitalis,Accipitridae,Accipitriformes,Lophaetus occipitalis,46.6,23.6,11.1,17.4,93.3,373.6,116.1,255.3,31.3,201.4,1067,Forest,2,1,Carnivore,Vertivore,Insessorial,-34.44,17.44,-0.17,20.97,14031980.87,Extant
Lophoictinia_isura,Accipitridae,Accipitriformes,Lophoictinia isura,45.2,28.2,15.1,18.6,71.6,471.2,227,244.2,48.1,224.2,579.4,Forest,2,1,Carnivore,Vertivore,Aerial,-37.8,-17.67,-27.71,146.84,1100971,Extant
Lophotriorchis_kienerii,Accipitridae,Accipitriformes,Lophotriorchis kienerii,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799,Forest,2,1,Carnivore,Vertivore,Aerial,-9.11,29.46,9.42,104.2,3758691.08,Extant
Macheiramphus_alcinus,Accipitridae,Accipitriformes,Macheiramphus alcinus,45.1,15.1,9,12.7,54.2,360.2,179,186,49,189.8,650,Forest,2,1,Carnivore,Vertivore,Aerial,-26.98,16.64,-4.02,34.41,13573105.09,Extant
Megatriorchis_doriae,Accipitridae,Accipitriformes,Megatriorchis doriae,35.1,19.9,11.6,16.7,80,290.5,75.6,214.9,26,257.5,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-10.73,-0.34,-5.34,141.12,599836.92,Extant
Melierax_canorus,Accipitridae,Accipitriformes,Melierax canorus,33.5,18.8,11.1,23.8,100.6,353,141.5,215.8,39.7,230,663.3,Shrubland,3,1,Carnivore,Vertivore,Generalist,-34.84,-16.27,-25.28,21.47,2246754.63,Extant
Melierax_gabar,Accipitridae,Accipitriformes,Melierax gabar,20.2,11.5,7.8,11,47.2,187,64.6,123.7,34.3,147.5,169.6,Grassland,3,2,Carnivore,Vertivore,Insessorial,-34.84,19.43,-2.35,23.08,13910595.47,Extant
Melierax_metabates,Accipitridae,Accipitriformes,Melierax metabates,32.5,18.6,11,17.5,85.6,317.6,111.8,208.9,34.9,216,674.5,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-26.91,31.81,2.47,20.89,12484209.96,Extant
Melierax_poliopterus,Accipitridae,Accipitriformes,Melierax poliopterus,33.3,19.2,12.1,23.6,88.4,305.8,113.7,193.1,37.1,203.6,629.9,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-8.28,11.99,2.87,41.02,2071175.93,Extant
Milvus_migrans,Accipitridae,Accipitriformes,Milvus migrans,40.1,22.4,12.9,16.5,51.9,466.4,219.9,237.5,48.1,293.8,734.1,Woodland,3,3,Omnivore,Omnivore,Aerial,-54.78,69.76,26.77,69.99,59168603.49,Extant
Milvus_milvus,Accipitridae,Accipitriformes,Milvus milvus,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,Shrubland,2,2,Omnivore,Omnivore,Generalist,14.8,61.66,48.65,10.52,1698401.57,Extant
Morphnus_guianensis,Accipitridae,Accipitriformes,Morphnus guianensis,48.4,30.3,14.6,22.8,85.3,464.8,107.1,358.6,23,372.8,1750,Forest,1,1,Carnivore,Vertivore,Generalist,-29.71,17.82,-7.66,-57.64,11702782.03,Extant
Necrosyrtes_monachus,Accipitridae,Accipitriformes,Necrosyrtes monachus,63.9,42.5,13.6,15.2,78.7,471.4,181.5,288,38.7,223,2043,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,-27.06,19.96,4.78,20.96,10764077.19,Extant
Neophron_percnopterus,Accipitridae,Accipitriformes,Neophron percnopterus,61.7,33,10.4,13.5,77.2,490.8,236,255,48,247.2,2082,Grassland,3,3,Omnivore,Scavenger,Generalist,-25.09,45.93,27.02,47.48,14111672.38,Extant
Nisaetus_alboniger,Accipitridae,Accipitriformes,Nisaetus alboniger,48,24.3,12.9,20.3,77.1,325.2,82,245.2,25.1,239.5,830,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.95,11.07,2.4,106.95,800448.35,Extant
